id,work,text_type,excluded?,repo_id,shelfmark,notes,citation,support,length,numbered_by,,,blank,binding,fragment?,,,dating,cent_begin,cent_end,year_begin,year_end,origin_country,origin_place,provenance,intials,timestamp,,,lk_entry,sm_alpha_part,sm_num_part,sm_suffix,sm_joined,lk_pages,references,locale_opinions
2128,,,,167,37 (rot),,"Göttweig, Stiftsbibliothek, 37 (rot)",parchment,,,,,,,,.2,55,s. xii,12,12,1101,1200,Austria,Göttweig,,,7/20/2012 14:13:19,,0,"Göttweig, Stiftsbibliothek, 37 (rot) (s. xii, Göttweig).",,37,(rot),37 (rot),,Westgard 2010a.,Austria; Göttweig
2129,,,,10,Add. 18329,,"London, British Library, Add. 18329",parchment,,,,,,,,0,55,s. xii,12,12,1101,1200,Austria,Sankt Georgenberg-Fiecht,,,7/20/2012 14:13:21,,0,"London, British Library, Add. 18329 (s. xii, Sankt Georgenberg-Fiecht).",Add.,18329,,Add. 18329,,Westgard 2010a.,Austria; Sankt Georgenberg-Fiecht
2138,,,,67,Clm 1133,,"Munich, Bayerische Staatsbibliothek, Clm 1133",parchment,,folios,,,,,,,55,s. xii,12,12,1101,1200,Germany,Benediktbeuern,,,7/20/2012 14:09:02,,0,"Munich, Bayerische Staatsbibliothek, Clm 1133 (s. xii, Benediktbeuern).",Clm,1133,,Clm 1133,,,Germany; Benediktbeuern
2139,,,,39,"Clma. 442, fols. 1-2",,"Budapest, National Széchényi Museum, Clma. 442 fols. 1-2",parchment,2,folios,,,,,detached fragment,,15,s. viii2,8,8,751,800,Germany,Fulda?,,,7/24/2012 17:54:12,,0,"Budapest, National Széchényi Museum, Clma. 442 fols. 1-2 (s. viii2, Fulda?).",Clma.,442,fols. 1-2,Clma. 442 fols. 1-2,,"Gneuss and Lapidge 2003, 44 and passim.",Germany; Fulda?
2140,,,,25,"Grimm-Nachlass 132, no. 1",,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Grimm-Nachlass 132.1",parchment,,,,,,,fragment parent MS,,15,s. viii2,8,8,751,800,Germany,Fulda?,,,7/25/2012 14:09:07,,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Grimm-Nachlass 132.1 (s. viii2, Fulda?).",Grimm-Nachlass,132.1,,Grimm-Nachlass 132.1,,"Lapidge 1995, 130 and 147-51. | Gneuss and Lapidge 2003, 44 and passim.",Germany; Fulda?
2141,,,False,241,fragm. lat. 1,,"Budapest, Eötvös Loránd University Library, fragm. lat. 1",parchment,,,,,,,detached fragment,,15,s. viii2,8,8,751,800,Germany,Fulda?,,,7/20/2012 14:35:03,,0,"Budapest, Eötvös Loránd University Library, fragm. lat. 1 (s. viii2, Fulda?).",fragm. lat.,1,,fragm. lat. 1,,"Gneuss and Lapidge 2003, 44 and passim.",Germany; Fulda?
2142,,,False,244,"Historischer Verein von Oberbayern, Hs. 733/16",,"Munich, Stadtarchiv, Historischer Verein von Oberbayern, Hs. 73316",parchment,,folios,,,,,detached fragment,,15,s. viii2,8,8,751,800,Germany,Fulda?,,,7/25/2012 14:09:07,,0,"Munich, Stadtarchiv, Historischer Verein von Oberbayern, Hs. 73316 (s. viii2, Fulda?).","Historischer Verein von Oberbayern, Hs.",73316,,"Historischer Verein von Oberbayern, Hs. 73316",,"Gneuss and Lapidge 2003, 44 and passim.",Germany; Fulda?
2143,,,,10,"5977, nos. 64 and 71",,"London, British Library, 5977, nos. 64 and 71",parchment,,,,,,,fragment,,42,s. x-xi or xi,10,11,976,1100,,Continent; in England before 1000?,,,7/24/2012 18:02:52,,0,"London, British Library, 5977, nos. 64 and 71 (s. x-xi, Continent; in England before 1000?).",,5977,nos. 64 and 71,"5977, nos. 64 and 71",,"Gneuss, Handlist, no. 442.4.",Continent; in England before 1000?
2144,,,,18,784,,"Avranches, Bibliothèque municipale, 784",parchment,,,,,,,,,42,s. x-xi,10,11,976,1025,UK (England),Anglo-Saxon England,prov. Mont St-Michel,,7/20/2012 12:10:49,,0,"Avranches, Bibliothèque municipale, 784 (s. x-xi, Anglo-Saxon England).",,784,,784,,"Gneuss, Handlist, no. 784.",UK (England); Anglo-Saxon England; prov. Mont St-Michel
2145,,,,245,F.M. 2,,"Columbia, MO, University of Missouri, Ellis Library, F.M. 2",parchment,,,,,,,fragment,,32,s. xin,10,10,901,925,UK (Wales),"prob. Wales, later Winchester",,,7/20/2012 14:13:18,,0,"Columbia, MO, University of Missouri, Ellis Library, F.M. 2 (s. xin, prob. Wales, later Winchester).",F.M.,2,,F.M. 2,,"Gneuss, Handlist, no. 809.9.","UK (Wales); prob. Wales, later Winchester"
2146,,,,10,"Harley 521, fol. 2",,"London, British Library, Harley 521 fol. 2",,,folios,,,,,fragment,,42,s. x-xi,10,11,976,1025,,,,,7/21/2012 10:11:24,,0,"London, British Library, Harley 521 fol. 2 (s. x-xi).",Harley,521,fol. 2,Harley 521 fol. 2,,"Gneuss, Handlist, no. 418.8.",
2147,,,,113,76,,"Oslo and London, The Schøyen Collection, 76",parchment,,folios,,,,,fragment,,54,s. xi-xii,11,12,1076,1125,UK (England),England or Continent?,,,7/20/2012 12:10:49,,0,"Oslo and London, The Schøyen Collection, 76 (s. xi-xii, England or Continent?).",,76,,76,,"Gneuss, Handlist, no. 875.4.",UK (England); England or Continent?
2148,,,,10,Cotton Tiberius B. v,,"London, British Library, Cotton Tiberius B. 0",parchment,88,,,,,,,,47,s. xi (2/4),11,11,1026,1050,,,,,7/25/2012 14:09:07,,0,"London, British Library, Cotton Tiberius B. 0 (s. xi2/4).",Cotton Tiberius B.,0,,Cotton Tiberius B. 0,,"Gneuss, Handlist, no. 373.",
2149,,,,10,Royal 2. B. v,,"London, British Library, Royal 2. B. v",parchment,,,,,,,,,41,s. x (ex) - xi (2),10,10,976,1100,,,,,7/24/2012 18:58:09,,0,"London, British Library, Royal 2. B. v (s. xex).",Royal,2,B. v ,Royal 2. B. v,,"Gneuss, Handlist, no. 451.",
2151,,,,1,766,,"Admont, Stiftsbibliothek, 766",parchment,173,folios,,24-32,,,,,79,s. xiv,14,14,1301,1400,Austria,,,,7/20/2012 12:10:49,,0,"Admont, Stiftsbibliothek, 766 (s. xiv).",,766,,766,,,Austria
2153,,,,247,No. 3739 (Binding),,"Aarau, Staatsarchiv Aargau, No. 3739 (Binding)",parchment,1,,2,26,,,,,30,s. ix-x,9,10,876,925,Italy,N. Italy?,,,7/24/2012 16:10:32,,0,"Aarau, Staatsarchiv Aargau, No. 3739 (Binding) (s. ix-x, N. Italy?).",No.,3739,(Binding),No. 3739 (Binding),,"Bischoff, Kat., no. 4.",Italy; N. Italy?
2155,,,,9,698 (879),,"Arras, Bibliothèque municipale, 698 (879)",parchment,145,,,,,,,,23,s. ix (2/4),9,9,826,850,France,Arras,Saint-Vaast,,7/20/2012 13:41:46,,0,"Arras, Bibliothèque municipale, 698 (879) (s. ix2/4, Arras).",,698,(879),698 (879),,"Bischoff, Kat., no. 92.",France; Arras; Saint-Vaast
2156,,,,9,739 (olim 333),Possibly detached frag. of Boulogne-sur-mer 75 (Kat. 673),"Arras, Bibliothèque municipale, 739 (olim 333)",parchment,1,folios,2,21 (extant),,,detached fragment,,25,s. ix (2/3),9,9,834,866,France,Arras,Abbey of Saint-Vaast,,7/20/2012 14:35:03,,0,"Arras, Bibliothèque municipale, 739 (olim 333) (s. ix2/3, Arras).",,739,(olim 333),739 (olim 333),,"Bischoff, Kat., no. 101.",France; Arras; Abbey of Saint-Vaast
2157,,,,9,1079 (235),,"Arras, Bibliothèque municipale, 1079 (235)",parchment,52,,,32,,,,,52,s. xi3/3,11,11,1067,1100,France,,,,6/11/2013 16:14:46,,0,"Arras, Bibliothèque municipale, 1079 (235) (s. xi3/3).",,1079,(235),1079 (235),,"Bischoff, Kat., no. 112.",France
2158,,,,248,48 G 6,,"Avignon, Archives Départmentales du Vaucluse, 48 G 6",,,,,,,,,,,,,,,,,,,,7/20/2012 14:35:03,,0,"Avignon, Archives Départmentales du Vaucluse, 48 G 6 ().",,48,G 6,48 G 6,,"Bischoff, Kat., no. 173.",
2159,,,,19,IX. A. 5,,"Bamberg, Staatsbibliothek, IX. A. 5",parchment,1,folios,,24,,,fragment,,22,s. ix1,9,9,801,850,Germany,W Germany?,,,7/20/2012 14:35:03,,0,"Bamberg, Staatsbibliothek, IX. A. 5 (s. ix1, W Germany?).",IX. A.,5,,IX. A. 5,,"Bischoff, Kat., no. 248.",Germany; W Germany?
2160,,,,249,602,,"Barcelona, Biblioteca Universitaria, 602",parchment,135,,2,27-37,,,,,30,s. ix-x,9,10,876,925,France,S France,,,7/20/2012 12:10:49,,0,"Barcelona, Biblioteca Universitaria, 602 (s. ix-x, S France).",,602,,602,,"Bischoff, Kat., no. 253.",France; S France
2161,,,,23,N I 2 no. 21b,,"Basel, Universitätsbibliothek, N I 2 no. 21b",parchment,2,,,21,,,fragment,,30,s. ix-x,9,10,876,925,France,Lyons,,,7/24/2012 17:53:10,,0,"Basel, Universitätsbibliothek, N I 2 no. 21b (s. ix-x, Lyons).",N I,2,no. 21b,N I 2 no. 21b,,"Bischoff, Kat., no. 295.",France; Lyons
2162,,,,23,N I 3 no. 17,,"Basel, Universitätsbibliothek, N I 3 no. 17",,,,,,,,,,19,s. ix,9,9,801,900,Germany,probably Murbach,,,7/25/2012 9:31:34,,0,"Basel, Universitätsbibliothek, N I 3 no. 17 (s. ix, probably Murbach).",N I,3,no. 17,N I 3 no. 17,,"Bischoff, Kat., no. 302.",Germany; probably Murbach
2163,,,,23,N I 3 no. 107a,,"Basel, Universitätsbibliothek, N I 3 no. 107a",,,,,20,,,,,21,s. ix (1/3),9,9,801,833,France,N France,,,7/24/2012 16:16:39,,0,"Basel, Universitätsbibliothek, N I 3 no. 107a (s. ix1/3, N France).",N I 3 no.,107,,N I 3 no. 107a,,"Bischoff, Kat., no. 306.",France; N France
2164,,,,25,lat. fol. 711,,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, lat. fol. 711",,,,,,,,,,,,,,,,,,,,7/20/2012 14:35:03,,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, lat. fol. 711 ().",lat. fol.,711,,lat. fol. 711,,"Bischoff, Kat., no. 373.",
2165,,,,25,lat. qu. 710,,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, lat. qu. 710",,,,,,,,,,,,,,,,,,,,7/20/2012 14:35:03,,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, lat. qu. 710 ().",lat. qu.,710,,lat. qu. 710,,"Bischoff, Kat., no. 394.",
2166,,,,25,Phillipps 1830 (Rose 129),,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Phillipps 1830 (Rose 129)",parchment,,,,,,,parent MS,,28,s. ix (3/3),9,9,867,900,France,Reims (or Laon?),,,7/21/2012 10:12:30,,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Phillipps 1830 (Rose 129) (s. ix3/3, Reims (or Laon?)).",Phillipps,1830,(Rose 129),Phillipps 1830 (Rose 129),,"Bischoff, Kat., no. 436.",France; Reims (or Laon?)
2167,,,,25,Depos. Breslau 4 (olim Rehd. 163),Bedan chronicle added s. x.,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Depos. Breslau 4 (olim Rehd. 163)",parchment,401,,2,53,,,,,26,s. ix3/4,9,9,851,875,Germany,Lower Germany?,,,7/24/2012 17:05:05,,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Depos. Breslau 4 (olim Rehd. 163) (s. ix3/4, Lower Germany?).",Depos. Breslau,4,(olim Rehd. 163),Depos. Breslau 4 (olim Rehd. 163),,"Bischoff, Kat., no. 487.",Germany; Lower Germany?
2168,,,,26,AA 90.26,,"Bern, Burgerbibliothek, AA 90.26",,,,,,,,,,27,s. ix2,9,9,851,900,France,Northern (?) France,,,7/20/2012 13:58:40,,0,"Bern, Burgerbibliothek, AA 90.26 (s. ix2, Northern (?) France).",AA,90.26,,AA 90.26,,"Bischoff, Kat., no. 512.",France; Northern (?) France
2169,,,,26,756/99,,"Bern, Burgerbibliothek, 756/99",,,,,,,,,,25,s. ix (2/3),9,9,834,866,,,,,7/24/2012 14:23:36,,,"Bern, Burgerbibliothek, 756/99 (s. ix2/3).",,75699,,756/99,,,
2170,,,,32,16bis (20),,"Boulogne-sur-mer, Bibliothèque municipale, 16bis (20)",,,,,,,,,,,,,,,,,,,,7/20/2012 14:01:24,,,"Boulogne-sur-mer, Bibliothèque municipale, 16bis (20) ().",,16,(20),16bis (20),,"Bischoff, Kat., no. 659.",
2171,,,,35,9327-9328,,"Brussels, Bibliothèque royale de Belgique, 9327-9328",,,,,,,,,,,,,,,,,,,,7/24/2012 14:23:36,,,"Brussels, Bibliothèque royale de Belgique, 9327-9328 ().",,93279328,,9327-9328,,"Bischoff, Kat., no. 729.",
2172,,,,149,296 (277),,"Cambrai, Bibliothèque municipale, 296 (277)",,,,,,,,,,,,,,,,,,,,7/20/2012 14:13:17,,,"Cambrai, Bibliothèque municipale, 296 (277) ().",,296,(277),296 (277),,"Bischoff, Kat., no. 778.",
2173,,,,37,98 (77),,"Chartres, Bibliothèque municipale, 98 (77)",,,,,,,,,,,,,,,,,,,,7/20/2012 14:13:18,,,"Chartres, Bibliothèque municipale, 98 (77) ().",,98,(77),98 (77),,"Bischoff, Kat., no. 889.",
2174,,,,152,16,,"Cologne, Erzbischöfliche Diözesan- und Dombibliothek, 16",,,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,,,"Cologne, Erzbischöfliche Diözesan- und Dombibliothek, 16 ().",,16,,16,,"Bischoff, Kat., no. 1873.",
2175,,,,250,Best. Stift. Maria A II 185,,"Cologne, Historisches Archiv des Erzbistums Köln, Best. Stift. Maria A II 185",,,,,,,,,,,,,,,,,,,,7/25/2012 14:09:07,,,"Cologne, Historisches Archiv des Erzbistums Köln, Best. Stift. Maria A II 185 ().",Best. Stift. Maria A II,185,,Best. Stift. Maria A II 185,,"Bischoff, Kat., no. 1966.",
2176,,,,260,fragm. lat. 222 ,,"Cologne, Universitäts- u. Stadtbibliothek, fragm. lat. 222",,,,,,,,,,,,,,,,,,,,7/20/2012 14:35:03,,0,"Cologne, Universitäts- u. Stadtbibliothek, fragm. lat. 222 ().",fragm. lat.,222,,fragm. lat. 222,,"Bischoff, Kat., no. 1972.",
2177,,,,251,3709 (II),,"Darmstadt, Hessisches Landesmuseum, 3709 (II)",,,,,,,,,,,,,,,,,,,,7/20/2012 14:26:52,,0,"Darmstadt, Hessisches Landesmuseum, 3709 (II) ().",,3709,(II),3709 (II),,"Bischoff, Kat., no. 990.",
2178,,,,251,4319,,"Darmstadt, Hessisches Landesmuseum, 4319",,,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,,0,"Darmstadt, Hessisches Landesmuseum, 4319 ().",,4319,,4319,,"Bischoff, Kat., no. 998.",
2179,,,,135,Aug. perg. 112,,"Karlsruhe, Badische Landesbibliothek, Aug. perg. 112",parchment,115,folios,1-4,26-32,,,,,20,s. ix (in),9,9,801,825,Germany,Reichenau,,,7/20/2012 14:35:03,,0,"Karlsruhe, Badische Landesbibliothek, Aug. perg. 112 (s. ixin, Reichenau).",Aug. perg.,112,,Aug. perg. 112,,"Bischoff, Kat., no. 1642.",Germany; Reichenau
2180,,,,252,Fragm. 24,,"Disentis, Stiftsbibliothek, Fragm. 24",,,,,,,,,,,,,,,,,,,,7/20/2012 14:13:18,,,"Disentis, Stiftsbibliothek, Fragm. 24 ().",Fragm.,24,,Fragm. 24,,"Bischoff, Kat., no. 1023.",
2181,,,True,133,Dep. Erf. CA. 2° 10,Excluded by Dionisotti as a copy of Alcuin’s DO.,"Erfurt, Universitäts- und Forschungsbibliothek Erfurt/Gotha, Dep. Erf. CA. 2° 10",parchment,136,folios,,,,,,,22,s. ix (1),9,9,801,850,France,E. France (?),,,7/25/2012 13:58:34,,,"Erfurt, Universitäts- und Forschungsbibliothek Erfurt/Gotha, Dep. Erf. CA. 2° 10 (s. ix1, E. France (?)).",Dep. Erf. CA. 2°,10,,Dep. Erf. CA. 2° 10,,"Bischoff, Kat., no. II.1173. | Dionisotti 1982, 138.",France; E. France (?)
2182,,,,253,Arm. ms. no. 6865 + lat. fr. no. 1,Excluded by Bischoff on the basis of date.,"Yerevan, National Library of Armenia ‘Matenadaran’, Arm. ms. no. 6865 + lat. fr. no. 1",,,,,,,,,,58,s. xii1,12,12,1101,1150,Italy,N. Italy?,,,7/24/2012 14:23:36,,0,"Yerevan, National Library of Armenia ‘Matenadaran’, Arm. ms. no. 6865 + lat. fr. no. 1 (s. xii1, N. Italy?).",,.68651,,Arm. ms. no. 6865 + lat. fr. no. 1,,"Bischoff, Kat., 250.",Italy; N. Italy?
2183,,,,255,Fragm. lat. I 2,,"Frankfurt am Main, Institut für Stadtgeschichte, Fragm. lat. I 2",,,,,,,,,,,,,,,,,,,,7/21/2012 10:13:26,,,"Frankfurt am Main, Institut für Stadtgeschichte, Fragm. lat. I 2 ().",Fragm. lat. I,2,,Fragm. lat. I 2,,"Bischoff, Kat., no. 1260.",
2184,,,,255,Fragm. lat. I 47,,"Frankfurt am Main, Institut für Stadtgeschichte, Fragm. lat. I 47",,,,,,,,,,19,s. ix,9,9,801,900,,,,,7/21/2012 10:13:34,,0,"Frankfurt am Main, Institut für Stadtgeschichte, Fragm. lat. I 47 (s. ix).",Fragm. lat. I,47,,Fragm. lat. I 47,,"Bischoff, Kat., no. 1268.",
2185,,,,255,Ms. lat. qu. 68,,"Frankfurt am Main, Institut für Stadtgeschichte, Ms. lat. qu. 68",,,,,,,,,,,,,,,,,,,,7/21/2012 10:13:38,,0,"Frankfurt am Main, Institut für Stadtgeschichte, Ms. lat. qu. 68 ().",Ms. lat. qu.,68,,Ms. lat. qu. 68,,"Bischoff, Kat., no. 1272.",
2186,,,,164,Aa 19,,"Fulda, Hochschul- und Landesbibliothek, Aa 19",,,,,,,,,,,,,,,,,,,,7/20/2012 14:26:52,,,"Fulda, Hochschul- und Landesbibliothek, Aa 19 ().",Aa,19,,Aa 19,,"Bischoff, Kat., no. 1327.",
2187,,,,256,Fragm. 1,,"Freiburg im Breisgau, Erzbischöfliches Archiv, Fragm. 1",,,,,,,,fragment,,25,s. ix2/3,9,9,834,866,,,,,7/20/2012 14:13:19,,0,"Freiburg im Breisgau, Erzbischöfliches Archiv, Fragm. 1 (s. ix2/3).",Fragm.,1,,Fragm. 1,,"Bischoff, Kat., no. 1278.",
2188,,,,256,35 (D 1442),,"Freiburg im Breisgau, Erzbischöfliches Archiv, 35 (D 1442)",,,,,,,,,,,,,,,,,,,,7/20/2012 14:35:03,,,"Freiburg im Breisgau, Erzbischöfliches Archiv, 35 (D 1442) ().",,35,(D 1442),35 (D 1442),,"Bischoff, Kat., no. 1279.",
2189,,,,256,B 1 Nr. 332,,"Freiburg im Breisgau, Erzbischöfliches Archiv, B 1 Nr. 332",,,,,,,,,,,,,,,,,,,,7/21/2012 10:13:43,,,"Freiburg im Breisgau, Erzbischöfliches Archiv, B 1 Nr. 332 ().",B 1 Nr.,332,,B 1 Nr. 332,,"Bischoff, Kat., no. 1283.",
2190,,,,257,Fragm. 58,,"Freiburg im Breisgau, Universitätsbibliothek, Fragm. 58",,,,,,,,,,,,,,,,,,,,7/20/2012 14:13:19,,,"Freiburg im Breisgau, Universitätsbibliothek, Fragm. 58 ().",Fragm.,58,,Fragm. 58,,"Bischoff, Kat., no. 1301.",
2191,,,,258,175,,"Ghent, Bibliotheek Bischoppelijk Seminarie, 175",,,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,,,"Ghent, Bibliotheek Bischoppelijk Seminarie, 175 ().",,175,,175,,"Bischoff, Kat., no. 1360.",
2192,,,,258,240,,"Ghent, Bibliotheek Bischoppelijk Seminarie, 240",,,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,,,"Ghent, Bibliotheek Bischoppelijk Seminarie, 240 ().",,240,,240,,"Bischoff, Kat., no. 1364.",
2193,,,,258,248,,"Ghent, Bibliotheek Bischoppelijk Seminarie, 248",,,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,,,"Ghent, Bibliotheek Bischoppelijk Seminarie, 248 ().",,248,,248,,"Bischoff, Kat., no. 1366.",
2194,,,,258,306 (SG 548),,"Ghent, Bibliotheek Bischoppelijk Seminarie, 306 (SG 548)",,,,,,,,,,,,,,,,,,,,7/20/2012 14:35:03,,,"Ghent, Bibliotheek Bischoppelijk Seminarie, 306 (SG 548) ().",,306,(SG 548),306 (SG 548),,"Bischoff, Kat., no. 1371.",
2195,,,,259,Fragm. s.n. in Schachtel 11,,"Giessen, Universitätsbibliothek, Fragm. s.n. in Schachtel 11",,,,,,,,,,,,,,,,,,,,7/24/2012 14:23:36,,,"Giessen, Universitätsbibliothek, Fragm. s.n. in Schachtel 11 ().",,.11,,Fragm. s.n. in Schachtel 11,,"Bischoff, Kat., no. 1394.",
2196,,,True,261,"Fragmentenkaps. I, Fasz. I, Nr. 232",,"Göttingen, Niedersächische Staats- u. Universitätsbibliothek, Fragmentenkaps. I, Fasz. I, Nr. 232",,,,,,,,,,,,,,,,,,,,7/24/2012 14:23:36,,,"Göttingen, Niedersächische Staats- u. Universitätsbibliothek, Fragmentenkaps. I, Fasz. I, Nr. 232 ().",,.232,,"Fragmentenkaps. I, Fasz. I, Nr. 232",,"Bischoff, Kat., no. 1401.",
2197,,,,263,,,"Hanover, Kestner-Museum, ",,,,,,,,,,,,,,,,,,,,7/24/2012 14:23:36,,,"Hanover, Kestner-Museum,  ().",,,,,,"Bischoff, Kat., no. 1499.",
2198,,,,262,1703/92,,"Graz, Universitätsbibliothek, 1703/92",,,,,,,,,,,,,,,,,,,,7/24/2012 14:23:36,,,"Graz, Universitätsbibliothek, 1703/92 ().",,170392,,1703/92,,"Bischoff, Kat., no. 1462.",
2199,,,,264,,,"Hanover, Niedersächsische Landesbibliothek, ",,,,,,,,,,,,,,,,,,,,7/24/2012 14:23:36,,,"Hanover, Niedersächsische Landesbibliothek,  ().",,,,,,"Bischoff, Kat., no. 1504.",
2200,,,,265,Rub. 78 III (Umschlag),,"Heiligenkreuz, Stiftsarchiv, Rub. 78 III (Umschlag)",,,,,,,,,,26,s. ix (3/4),9,9,851,875,Germany,Central Germany,,,7/24/2012 18:00:54,,0,"Heiligenkreuz, Stiftsarchiv, Rub. 78 III (Umschlag) (s. ix3/4, Central Germany).",Rub.,78,III (Umschlag),Rub. 78 III (Umschlag),,"Bischoff, Kat., no. 1522.",Germany; Central Germany
2201,,,,169,"72 A 28 (I), Nr. 5",,"Hague, The, Koninklijke Bibliotheek, 72 A 28 (I), Nr. 5",parchment,,,,,,,,,26,s. ix3/4,9,9,851,875,,,,,7/24/2012 14:23:36,,0,"Hague, The, Koninklijke Bibliotheek, 72 A 28 (I), Nr. 5 (s. ix3/4).",,7228.5,,"72 A 28 (I), Nr. 5",,"Bischoff, Kat., no. 1430.",
2202,,,,135,172,,"Karlsruhe, Badische Landesbibliothek, 172",,,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,,0,"Karlsruhe, Badische Landesbibliothek, 172 ().",,172,,172,,"Bischoff, Kat., no. 1678.",
2203,,,,266,Hs. 65/11955 + 61/8849 + 61/8854 + 61/8866,,"Karlsruhe, Generallandesarchiv, Hs. 65/11955 + 61/8849 + 61/8854 + 61/8866",,2 bifolia,,2,33,,,,,22,s. ix (1),9,9,801,850,France,France (near Paris?),,,7/24/2012 18:01:38,,0,"Karlsruhe, Generallandesarchiv, Hs. 65/11955 + 61/8849 + 61/8854 + 61/8866 (s. ix1, France (near Paris?)).",Hs. 65/11955 + 61/8849 +,,61/8854 + 61/8866,Hs. 65/11955 + 61/8849 + 61/8854 + 61/8866,,"Bischoff, Kat., no. 1585.",France; France (near Paris?)
2204,,,,60,"2° Ms. Iur. 67, fragm. 2",,"Kassel, Landes- und Murhardsche Bibliothek, 2° Ms. Iur. 67, fragm. 2",,,,,,,,,,,,,,,,,,,,7/24/2012 18:02:16,,,"Kassel, Landes- und Murhardsche Bibliothek, 2° Ms. Iur. 67, fragm. 2 ().",2° Ms. Iur.,67,fragm. 2,"2° Ms. Iur. 67, fragm. 2",,"Bischoff, Kat., no. 1794.",
2205,,,,60,4° Ms. Theol. 161,,"Kassel, Landes- und Murhardsche Bibliothek, 4° Ms. Theol. 161",,,,,,,,,,,,,,,,,,,,7/21/2012 10:14:32,,,"Kassel, Landes- und Murhardsche Bibliothek, 4° Ms. Theol. 161 ().",4° Ms. Theol.,161,,4° Ms. Theol. 161,,"Bischoff, Kat., no. 1826.",
2206,,,,60,4° Mus. 111/5 (wrapper),"Text is CEC (James): PL 93, cols. 34-35 and 45-46.","Kassel, Landes- und Murhardsche Bibliothek, 4° Mus. 111/5 (wrapper)",parchment,,,,,,,fragment,,21,s. ix1/3,9,9,801,833,Germany,Fulda?,,,7/21/2012 10:17:12,,0,"Kassel, Landes- und Murhardsche Bibliothek, 4° Mus. 111/5 (wrapper) (s. ix1/3, Fulda?).",4° Mus.,1115,(wrapper),4° Mus. 111/5 (wrapper),,"Bischoff, Kat., no. 1839.",Germany; Fulda?
2207,,,,173,37,,"Laon, Bibliothèque municipale, 37",,,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,,0,"Laon, Bibliothèque municipale, 37 ().",,37,,37,,"Bischoff, Kat., no. 2049.",
2208,,,,173,448,,"Laon, Bibliothèque municipale, 448",,,,,,,,,,,,,,,,France,,,,7/20/2012 12:10:49,,0,"Laon, Bibliothèque municipale, 448 ().",,448,,448,,"Bischoff, Kat., no. 2125.",France
2209,,,,267,Fragmenta H. Omont 5b,Excluded by Bischoff on the basis of date -- in a modern hand?  Only a single line of text reading “Inc. liber Baedae de natura rerum”.,"Leuven, Katholieke Universiteit, Centrale Bibliotheek, Fragmenta H. Omont 5",,,,,,,,,,,,,,,,,,,,7/25/2012 14:09:07,,0,"Leuven, Katholieke Universiteit, Centrale Bibliotheek, Fragmenta H. Omont 5 ().",Fragmenta H. Omont,5,,Fragmenta H. Omont 5,,"Bischoff, Kat., vol. 2, p. 89.",
2210,,,,23,F. VIII. 11,,"Basel, Universitätsbibliothek, F. VIII. 11",,,,,,,,,,91,s. xv,15,15,1401,1500,,France or Rhineland?,,,7/20/2012 14:35:03,,0,"Basel, Universitätsbibliothek, F. VIII. 11 (s. xv, France or Rhineland?).",F. VIII.,11,,F. VIII. 11,,"Lapidge 2008, 47.",France or Rhineland?
2211,,,,268,Plut. D. XXIV. 1,,"Cesena, Biblioteca Malatestiana, Plut. D. XXIV. 1",,,,,,,,,,58,s. xii1,12,12,1101,1150,Italy,Central Italy?,,,7/25/2012 14:07:45,,0,"Cesena, Biblioteca Malatestiana, Plut. D. XXIV. 1 (s. xii1, Central Italy?).",Plut. D. XXIV.,1,,Plut. D. XXIV. 1,,,Italy; Central Italy?
2212,,,,109,Ottob. lat. 687,,"Vatican City, Vatican Library, Ottob. lat. 687",,,,,,,,,,31,s. x,10,10,901,1000,France,,,,7/20/2012 14:35:03,,0,"Vatican City, Vatican Library, Ottob. lat. 687 (s. x).",Ottob. lat.,687,,Ottob. lat. 687,,"Lapidge 2008, 48. | Dionisotti 1982, 139.",France
2213,,,,56,Pl. 20.54,,"Florence, Biblioteca Medicea Laurenziana, Pl. 20.54",,,,,,,,,,43,s. xi,11,11,1001,1100,,,,,7/20/2012 14:13:19,,0,"Florence, Biblioteca Medicea Laurenziana, Pl. 20.54 (s. xi).",Pl.,20.54,,Pl. 20.54,,"Lapidge 2008, 48.",
